,State,Year,Unemployment Rate,Latitude,Longitude
390,South Dakota,2027-12-31,1.8209005065735424,44.299782,-99.438828
391,Tennessee,2027-12-31,1.3163385720274474,35.747845,-86.69234499999999
392,Texas,2027-12-31,1.734657412358093,31.054486999999998,-97.563461
393,Utah,2027-12-31,1.1074356726909214,40.150032,-111.86243400000001
394,Vermont,2027-12-31,0.8987841600900992,44.045876,-72.710686
395,Virginia,2027-12-31,1.2422209552825372,37.769337,-78.16996800000001
396,Washington,2027-12-31,2.3405881504554134,47.400902,-121.490494
397,West Virginia,2027-12-31,2.991936182015335,38.491226,-80.954453
398,Wisconsin,2027-12-31,1.2190435679087266,44.268543,-89.616508
399,Wyoming,2027-12-31,2.3179362516198205,42.755966,-107.30248999999999
400,Alabama,2028-12-31,1.0324260858741847,32.806671,-86.79113000000001
401,Alaska,2028-12-31,5.181044312050108,61.370716,-152.404419
402,Arizona,2028-12-31,2.3248719944637823,33.729759,-111.431221
403,Arkansas,2028-12-31,1.6512926007605038,34.969704,-92.37312299999999
404,California,2028-12-31,1.4007312976572914,36.116203000000006,-119.681564
405,Colorado,2028-12-31,1.2074935984716624,39.059810999999996,-105.311104
406,Connecticut,2028-12-31,1.5405909012214998,41.597782,-72.755371
407,Delaware,2028-12-31,1.4294617715386992,39.318523,-75.507141
408,Florida,2028-12-31,0.974340186861424,27.766278999999997,-81.68678299999999
409,Georgia,2028-12-31,1.2167518072152457,33.040619,-83.643074
410,Hawaii,2028-12-31,1.0943613545496311,21.094317999999998,-157.49833700000002
411,Idaho,2028-12-31,0.9646249079048704,44.240459,-114.47882800000001
412,Illinois,2028-12-31,1.5750360450150085,40.349457,-88.986137
413,Indiana,2028-12-31,1.1555865547930977,39.849426,-86.258278
414,Iowa,2028-12-31,1.022303781198475,42.011539,-93.210526
415,Kansas,2028-12-31,1.6455697855145268,38.5266,-96.726486
416,Kentucky,2028-12-31,1.8118023139099324,37.66814,-84.670067
417,Louisiana,2028-12-31,2.6414629592559926,31.169546,-91.867805
418,Maine,2028-12-31,1.2065249605924755,44.693946999999994,-69.381927
419,Maryland,2028-12-31,1.7840429373215776,39.063946,-76.80210100000001
420,Massachusetts,2028-12-31,1.0891327207882024,42.230171,-71.530106
421,Michigan,2028-12-31,1.4163793947131311,43.326617999999996,-84.53609499999999
422,Minnesota,2028-12-31,1.4019502171246,45.694454,-93.900192
423,Mississippi,2028-12-31,2.6716156437429324,32.741646,-89.678696
424,Missouri,2028-12-31,1.0873470465218873,38.456084999999995,-92.288368
425,Montana,2028-12-31,1.6291627276938396,46.921925,-110.454353
426,Nebraska,2028-12-31,1.9583272937145453,41.125370000000004,-98.26808199999999
427,Nevada,2028-12-31,1.2186219874558717,38.313515,-117.055374
428,New Hampshire,2028-12-31,1.0346120781334038,43.452492,-71.563896
429,New Jersey,2028-12-31,1.405592385628609,40.298904,-74.521011
430,New Mexico,2028-12-31,3.141085298271036,34.840515,-106.24848200000001
431,New York,2028-12-31,1.8168256049441769,42.165726,-74.948051
432,North Carolina,2028-12-31,1.5139786992516444,35.630066,-79.80641899999999
433,North Dakota,2028-12-31,1.5420320983129765,47.528912,-99.784012
434,Ohio,2028-12-31,1.7541595235288596,40.388783000000004,-82.764915
435,Oklahoma,2028-12-31,1.5519879072117893,35.565342,-96.928917
436,Oregon,2028-12-31,1.6104244619697958,44.572021,-122.07093799999998
437,Pennsylvania,2028-12-31,1.8920986975312168,40.590752,-77.209755
438,Rhode Island,2028-12-31,1.1994740441825642,41.680893,-71.51178
439,South Carolina,2028-12-31,0.8765377169368171,33.856891999999995,-80.94500699999999
440,South Dakota,2028-12-31,1.7150570754428458,44.299782,-99.438828
441,Tennessee,2028-12-31,1.1721495607397854,35.747845,-86.69234499999999
442,Texas,2028-12-31,1.586682467898607,31.054486999999998,-97.563461
443,Utah,2028-12-31,0.9875255739354356,40.150032,-111.86243400000001
444,Vermont,2028-12-31,0.8022767902271689,44.045876,-72.710686
445,Virginia,2028-12-31,1.1222224530020275,37.769337,-78.16996800000001
446,Washington,2028-12-31,2.154560262363857,47.400902,-121.490494
447,West Virginia,2028-12-31,2.8144522755822163,38.491226,-80.954453
448,Wisconsin,2028-12-31,1.0870115303156047,44.268543,-89.616508
449,Wyoming,2028-12-31,2.1855836594107707,42.755966,-107.30248999999999
450,Alabama,2029-12-31,0.90676473803516,32.806671,-86.79113000000001
451,Alaska,2029-12-31,5.067904742575236,61.370716,-152.404419
452,Arizona,2029-12-31,2.140038555388677,33.729759,-111.431221
453,Arkansas,2029-12-31,1.5152494914046934,34.969704,-92.37312299999999
454,California,2029-12-31,1.2428303028391874,36.116203000000006,-119.681564
455,Colorado,2029-12-31,1.089759169186905,39.059810999999996,-105.311104
456,Connecticut,2029-12-31,1.3968437090409442,41.597782,-72.755371
457,Delaware,2029-12-31,1.2961529782709869,39.318523,-75.507141
458,Florida,2029-12-31,0.8502605080193477,27.766278999999997,-81.68678299999999
459,Georgia,2029-12-31,1.0779290066820568,33.040619,-83.643074
460,Hawaii,2029-12-31,0.9890688146596698,21.094317999999998,-157.49833700000002
461,Idaho,2029-12-31,0.8545643236075162,44.240459,-114.47882800000001
462,Illinois,2029-12-31,1.4150532035168988,40.349457,-88.986137
463,Indiana,2029-12-31,1.0250081547285792,39.849426,-86.258278
464,Iowa,2029-12-31,0.9264381771340742,42.011539,-93.210526
465,Kansas,2029-12-31,1.5221141316658873,38.5266,-96.726486
466,Kentucky,2029-12-31,1.6497764942129332,37.66814,-84.670067
467,Louisiana,2029-12-31,2.48598110308579,31.169546,-91.867805
468,Maine,2029-12-31,1.0856499960872208,44.693946999999994,-69.381927
469,Maryland,2029-12-31,1.6441656286921176,39.063946,-76.80210100000001
470,Massachusetts,2029-12-31,0.9753540754855478,42.230171,-71.530106
471,Michigan,2029-12-31,1.2586072764524523,43.326617999999996,-84.53609499999999
472,Minnesota,2029-12-31,1.2773472878997707,45.694454,-93.900192
473,Mississippi,2029-12-31,2.48372561675938,32.741646,-89.678696
474,Missouri,2029-12-31,0.9637860984153236,38.456084999999995,-92.288368
475,Montana,2029-12-31,1.4955092733194002,46.921925,-110.454353
476,Nebraska,2029-12-31,1.8683774628208536,41.125370000000004,-98.26808199999999
477,Nevada,2029-12-31,1.0652235381173398,38.313515,-117.055374
478,New Hampshire,2029-12-31,0.938839879205977,43.452492,-71.563896
479,New Jersey,2029-12-31,1.2669096935162067,40.298904,-74.521011
480,New Mexico,2029-12-31,2.9876369377115943,34.840515,-106.24848200000001
481,New York,2029-12-31,1.6661544143371898,42.165726,-74.948051
482,North Carolina,2029-12-31,1.3590565174033722,35.630066,-79.80641899999999
483,North Dakota,2029-12-31,1.4680707593747395,47.528912,-99.784012
484,Ohio,2029-12-31,1.590305480180399,40.388783000000004,-82.764915
485,Oklahoma,2029-12-31,1.428651084680883,35.565342,-96.928917
486,Oregon,2029-12-31,1.4512060660811643,44.572021,-122.07093799999998
487,Pennsylvania,2029-12-31,1.7401195668862814,40.590752,-77.209755
488,Rhode Island,2029-12-31,1.0596406410120245,41.680893,-71.51178
489,South Carolina,2029-12-31,0.7625798066184533,33.856891999999995,-80.94500699999999
490,South Dakota,2029-12-31,1.6153660023751384,44.299782,-99.438828
491,Tennessee,2029-12-31,1.0437547162553429,35.747845,-86.69234499999999
492,Texas,2029-12-31,1.451330525555729,31.054486999999998,-97.563461
493,Utah,2029-12-31,0.880599011956053,40.150032,-111.86243400000001
494,Vermont,2029-12-31,0.7161319443732584,44.045876,-72.710686
495,Virginia,2029-12-31,1.013815801984638,37.769337,-78.16996800000001
496,Washington,2029-12-31,1.983317707241312,47.400902,-121.490494
497,West Virginia,2029-12-31,2.647496848075928,38.491226,-80.954453
498,Wisconsin,2029-12-31,0.969279604227848,44.268543,-89.616508
499,Wyoming,2029-12-31,2.060788310698912,42.755966,-107.30248999999999
